title,industry,era,genre,star,tier,moment,notes
Tum Bin,BW,2000s,romance,Priyanshu,2,GENERATIONAL_BRIDGE,guilt-romance
Fanaa,BW,2000s,romance,Aamir,2,ARGUMENT,terrorist twist
Sarkar Raj,BW,2000s,crime,Abhishek,2,ARGUMENT,Sarkar series
Raaz 2,BW,2000s,horror,Emraan,2,ARGUMENT,Raaz series
Paheli,BW,2000s,drama,SRK,2,FLEX,ghost-husband folk tale
Billu,BW,2000s,drama,Irrfan,2,FLEX,SRK cameo
Iqbal,BW,2000s,other,Shreyas,2,FLEX,deaf-mute cricketer
Black Friday,BW,2000s,crime,Kay-Kay,2,FLEX,Bombay blasts
Yuva,BW,2000s,drama,Ajay,2,FLEX,Mani Ratnam politics
Bhoot,BW,2000s,horror,Ajay,2,FLEX,RGV haunted flat
Gangaajal,BW,2000s,drama,Ajay,2,FLEX,Bhagalpur blindings
Apaharan,BW,2000s,crime,Ajay,2,FLEX,Bihar kidnap ring
Saawariya,BW,2000s,romance,Ranbir,2,GENERATIONAL_BRIDGE,debut blue-moon
Rocket Singh,BW,2000s,drama,Ranbir,2,FLEX,salesman-of-the-year
Main Prem Ki Diwani Hoon,BW,2000s,romance,Hrithik,2,GENERATIONAL_BRIDGE,Barjatya panned
Mumbai Meri Jaan,BW,2000s,drama,Paresh,2,FLEX,7/11 ensemble
Luck By Chance,BW,2000s,drama,Farhan,2,FLEX,Zoya Akhtar Bollywood
Shootout at Lokhandwala,BW,2000s,crime,Sanjay,2,FLEX,Mumbai encounter
Ta Ra Rum Pum,BW,2000s,drama,Saif,2,FLEX,F1 racing family
Jodi No 1,BW,2000s,comedy,Govinda,2,FLEX,Govinda-Sanjay pair
Apne,BW,2000s,other,Dharmendra,2,FLEX,three-Deol boxing
Dil Bole Hadippa,BW,2000s,other,Shahid,2,GENERATIONAL_BRIDGE,cross-dressing cricket
Gangster,BW,2000s,drama,Emraan,2,FLEX,Bhatt-doomed-love
Awarapan,BW,2000s,action,Emraan,2,FLEX,Hong-Kong-don
Kante,BW,2000s,action,Sanjay,2,FLEX,Reservoir-Dogs remake
Laaga Chunari Mein Daag,BW,2000s,drama,Rani,2,FLEX,sex-work-for-family
Manorama Six Feet Under,BW,2000s,thriller,Abhay,2,FLEX,Chinatown desi
Dilli-6,BW,2000s,drama,Abhishek,2,FLEX,Rakeysh Mehra old-Delhi
Umrao Jaan (2006),BW,2000s,drama,Aishwarya,3,ARGUMENT,remake debate
Pukar,BW,2000s,action,Anil-Kapoor,3,GENERATIONAL_BRIDGE,National Award controversy
Parzania,BW,2000s,drama,Naseeruddin,3,FLEX,Gujarat riots
Kaal,BW,2000s,horror,Ajay,3,FLEX,Corbett park spook
Raincoat,BW,2000s,romance,Ajay,3,FLEX,O-Henry adaptation
Fiza,BW,2000s,drama,Hrithik,3,GENERATIONAL_BRIDGE,terrorist-brother
Tashan,BW,2000s,action,Saif,3,FLEX,YRF stylized flop
Shaadi Number 1,BW,2000s,comedy,Fardeen,3,FLEX,3-bachelors-marry
Pyaar Tune Kya Kiya,BW,2000s,thriller,Fardeen,3,FLEX,fatal-attraction desi
Jungle,BW,2000s,thriller,Fardeen,3,FLEX,RGV forest kidnap
Refugee,BW,2000s,drama,Abhishek,3,FLEX,Abhishek debut
Drona,BW,2000s,action,Abhishek,3,GENERATIONAL_BRIDGE,superhero flop
Mela,BW,2000s,action,Aamir,3,FLEX,Aamir-Twinkle flop
Hey Ram,BW,2000s,drama,Kamal-Haasan,3,FLEX,Kamal Haasan partition
Indian,BW,2000s,action,Sunny-Deol,3,FLEX,patriotic cop
Haasil,BW,2000s,drama,Irrfan,3,FLEX,UP-campus politics
The Namesake,BW,2000s,drama,Irrfan,3,FLEX,Jhumpa Lahiri adapt
Fida,BW,2000s,thriller,Shahid,3,FLEX,obsessive-love
Vaah Life Ho Toh Aisi,BW,2000s,comedy,Shahid,3,FLEX,heaven-return
36 China Town,BW,2000s,thriller,Akshaye-Khanna,3,FLEX,Priyadarshan whodunit
Chup Chup Ke,BW,2000s,comedy,Shahid,3,FLEX,stuttering-suicide comedy
Taxi No 9211,BW,2000s,drama,John,3,FLEX,Milan Luthria Mumbai
Salaam-e-Ishq,BW,2000s,romance,Anil-Kapoor,3,FLEX,six-stories ensemble
What's Your Raashee,BW,2000s,romance,Priyanka,3,FLEX,12-zodiac-brides
Pyaar Impossible,BW,2000s,romance,Uday,3,FLEX,nerd-love
Aashiq Banaya Aapne,BW,2000s,romance,Emraan,3,FLEX,Bhatt serial-kisser
Zeher,BW,2000s,thriller,Emraan,3,FLEX,cop-triangle
Woh Lamhe,BW,2000s,romance,Kangana,3,FLEX,Parveen-Babi inspired
Musafir,BW,2000s,action,Sanjay,3,FLEX,U-Turn-remake
Chameli,BW,2000s,drama,Kareena,3,GENERATIONAL_BRIDGE,prostitute-one-night
Vaastu Shastra,BW,2000s,horror,Sushmita,3,FLEX,RGV haunted bungalow
Phoonk,BW,2000s,horror,Sudeep,3,FLEX,RGV challenge-horror
Aapkaa Suroor,BW,2000s,musical,Himesh,3,FLEX,Himesh vehicle
Karzzzz,BW,2000s,drama,Himesh,3,FLEX,Karz remake
Radio,BW,2000s,romance,Himesh,3,FLEX,RJ-love
My Name Is Anthony Gonsalves,BW,2000s,musical,Nikhil,3,FLEX,Anthony-namesake
Bichhoo,BW,2000s,action,Bobby,3,FLEX,Leon-remake
Yaadein,BW,2000s,drama,Jackie,3,FLEX,Subhash Ghai three-daughters
Singham,BW,2010s,action,Ajay,1,I_KNEW_IT,cop-franchise opener
Airlift,BW,2010s,drama,Akshay,1,I_KNEW_IT,Kuwait evacuation
Kesari,BW,2010s,historical,Akshay,1,I_KNEW_IT,Saragarhi battle
Sanju,BW,2010s,biopic,Ranbir,1,I_KNEW_IT,Sanjay Dutt biopic
Super 30,BW,2010s,drama,Hrithik,1,I_KNEW_IT,Anand Kumar biopic
Piku,BW,2010s,drama,Deepika,1,I_KNEW_IT,constipation road trip
Simmba,BW,2010s,action,Ranveer,1,I_KNEW_IT,Rohit Shetty cop-verse
Baaghi,BW,2010s,action,Tiger,1,I_KNEW_IT,Kalaripayattu fighter
English Vinglish,BW,2010s,comedy,Sridevi,1,I_KNEW_IT,English-class middle-aged
2 States,BW,2010s,romance,Alia,1,I_KNEW_IT,Chetan Bhagat remake
Hindi Medium,BW,2010s,comedy,Irrfan,1,I_KNEW_IT,English-school admission
Life of Pi,BW,2010s,drama,Irrfan,1,I_KNEW_IT,tiger-boat Oscar
Aashiqui 2,BW,2010s,romance,Aditya-Roy-Kapur,1,I_KNEW_IT,singer-ruined-by-drink
Robot 2.0,BW,2010s,other,Rajinikanth,1,I_KNEW_IT,bird-man villain
Bala,BW,2010s,comedy,Ayushmann,1,I_KNEW_IT,premature-balding
The Dirty Picture,BW,2010s,biopic,Vidya,1,I_KNEW_IT,Silk Smitha
Raanjhanaa,BW,2010s,romance,Dhanush,1,I_KNEW_IT,Benaras-romance
Veere Di Wedding,BW,2010s,comedy,Kareena,1,I_KNEW_IT,four-girlfriends wedding
Good Newwz,BW,2010s,comedy,Kareena,1,I_KNEW_IT,IVF mix-up
Dear Zindagi,BW,2010s,drama,Alia,1,GENERATIONAL_BRIDGE,therapist SRK
Pad Man,BW,2010s,drama,Akshay,1,I_KNEW_IT,sanitary-pad biopic
Toilet Ek Prem Katha,BW,2010s,drama,Akshay,1,I_KNEW_IT,toilet-for-bride
OMG Oh My God,BW,2010s,comedy,Paresh,1,I_KNEW_IT,god-sues-man
Band Baaja Baaraat,BW,2010s,romance,Ranveer,1,GENERATIONAL_BRIDGE,Ranveer debut
Ae Dil Hai Mushkil,BW,2010s,romance,Ranbir,1,ARGUMENT,one-sided love
Krrish 3,BW,2010s,action,Hrithik,1,ARGUMENT,superhero sequel
Judwaa 2,BW,2010s,comedy,Varun,1,ARGUMENT,Judwaa remake
Kabir Singh,BW,2010s,romance,Shahid,1,ARGUMENT,Arjun Reddy remake
Tanu Weds Manu Returns,BW,2010s,romance,Kangana,1,ARGUMENT,TWM sequel
Prem Ratan Dhan Payo,BW,2010s,family,Salman,1,I_KNEW_IT,Barjatya return
Once Upon a Time in Mumbaai,BW,2010s,crime,Ajay,2,GENERATIONAL_BRIDGE,Haji Mastan biopic
Rustom,BW,2010s,thriller,Akshay,1,I_KNEW_IT,Nanavati case
Cocktail,BW,2010s,romance,Saif,2,GENERATIONAL_BRIDGE,London triangle
Parmanu,BW,2010s,drama,John,2,GENERATIONAL_BRIDGE,Pokhran nuclear
Heropanti,BW,2010s,action,Tiger,2,GENERATIONAL_BRIDGE,Tiger debut
Student of the Year,BW,2010s,romance,Varun,2,GENERATIONAL_BRIDGE,KJo college launch
Humpty Sharma Ki Dulhania,BW,2010s,romance,Varun,2,GENERATIONAL_BRIDGE,DDLJ homage
ABCD 2,BW,2010s,musical,Varun,2,GENERATIONAL_BRIDGE,hip-hop crew
Sui Dhaaga,BW,2010s,drama,Varun,2,GENERATIONAL_BRIDGE,make-in-India couple
Fukrey,BW,2010s,comedy,Pulkit,2,GENERATIONAL_BRIDGE,Delhi hustlers
Delhi Belly,BW,2010s,comedy,Imran,2,GENERATIONAL_BRIDGE,potty-mouth caper
Mere Brother Ki Dulhan,BW,2010s,romance,Imran,2,GENERATIONAL_BRIDGE,bride-fetching
Mom,BW,2010s,thriller,Sridevi,2,GENERATIONAL_BRIDGE,stepmother-revenge
Talaash,BW,2010s,thriller,Aamir,2,GENERATIONAL_BRIDGE,cop-ghost mystery
Yamla Pagla Deewana,BW,2010s,comedy,Dharmendra,2,GENERATIONAL_BRIDGE,Deol-family comedy
Gunday,BW,2010s,action,Ranveer,2,GENERATIONAL_BRIDGE,coal-smugglers Calcutta
Hasee Toh Phasee,BW,2010s,romance,Sidharth,2,GENERATIONAL_BRIDGE,quirky-bride
Kedarnath,BW,2010s,romance,Sara,2,GENERATIONAL_BRIDGE,flash-floods romance
Tumhari Sulu,BW,2010s,comedy,Vidya,2,GENERATIONAL_BRIDGE,night-RJ housewife
No One Killed Jessica,BW,2010s,thriller,Vidya,2,GENERATIONAL_BRIDGE,Jessica-Lall case
Hichki,BW,2010s,drama,Rani,2,GENERATIONAL_BRIDGE,Tourette-teacher
Mardaani,BW,2010s,thriller,Rani,2,GENERATIONAL_BRIDGE,child-trafficking cop
Phillauri,BW,2010s,romance,Anushka,2,GENERATIONAL_BRIDGE,ghost-bride
Khubsoorat 2014,BW,2010s,romance,Sonam,2,GENERATIONAL_BRIDGE,remake princess
Once Upon a Time in Mumbai,BW,2010s,crime,Emraan,2,GENERATIONAL_BRIDGE,Haji Mastan
Manikarnika,BW,2010s,historical,Kangana,1,I_KNEW_IT,Rani Laxmi Bai
Ki and Ka,BW,2010s,comedy,Kareena,2,GENERATIONAL_BRIDGE,role-reversed marriage
Happy Bhag Jayegi,BW,2010s,comedy,Abhay-Deol,2,GENERATIONAL_BRIDGE,cross-border bride
Lust Stories,BW,2010s,drama,Kiara,2,GENERATIONAL_BRIDGE,four-director anthology
Ra.One,BW,2010s,other,SRK,2,ARGUMENT,superhero flop-or-cult
Happy New Year,BW,2010s,comedy,SRK,2,ARGUMENT,heist dance
Raees,BW,2010s,crime,SRK,2,ARGUMENT,Gujarat bootlegger
Zero,BW,2010s,drama,SRK,2,ARGUMENT,dwarf romance flop
Race 2,BW,2010s,thriller,Saif,2,ARGUMENT,second of series
Singham Returns,BW,2010s,action,Ajay,2,ARGUMENT,Singham sequel
Housefull,BW,2010s,comedy,Akshay,1,ARGUMENT,Housefull series
Housefull 2,BW,2010s,comedy,Akshay,2,ARGUMENT,Housefull series
Housefull 3,BW,2010s,comedy,Akshay,2,ARGUMENT,Housefull series
Housefull 4,BW,2010s,comedy,Akshay,1,ARGUMENT,Housefull series
Bang Bang,BW,2010s,action,Hrithik,2,ARGUMENT,Knight-and-Day remake
Baaghi 2,BW,2010s,action,Tiger,2,ARGUMENT,Baaghi sequel
Student of the Year 2,BW,2010s,romance,Tiger,2,ARGUMENT,SOTY sequel
Badrinath Ki Dulhania,BW,2010s,romance,Varun,2,ARGUMENT,Dulhania series
Kalank,BW,2010s,drama,Varun,2,ARGUMENT,Abhishek Varman epic
Fukrey Returns,BW,2010s,comedy,Pulkit,2,ARGUMENT,Fukrey sequel
Grand Masti,BW,2010s,comedy,Vivek,2,ARGUMENT,Masti series
Pyaar Ka Punchnama 2,BW,2010s,comedy,Kartik,2,ARGUMENT,PKP series
Dhadak,BW,2010s,romance,Janhvi,2,ARGUMENT,Sairat remake
Force 2,BW,2010s,action,John,2,ARGUMENT,Force sequel
Kahaani 2,BW,2010s,thriller,Vidya,2,ARGUMENT,Kahaani sequel
Dedh Ishqiya,BW,2010s,drama,Vidya,2,ARGUMENT,Ishqiya sequel
Jai Gangaajal,BW,2010s,drama,Priyanka,2,ARGUMENT,Gangaajal sequel
Mardaani 2,BW,2010s,thriller,Rani,2,ARGUMENT,Mardaani sequel
Raaz 3,BW,2010s,horror,Emraan,2,ARGUMENT,Raaz series
Jannat 2,BW,2010s,thriller,Emraan,2,ARGUMENT,Jannat series
Murder 2,BW,2010s,thriller,Emraan,2,ARGUMENT,Murder series
Welcome Back,BW,2010s,comedy,Anil-Kapoor,2,ARGUMENT,Welcome sequel
Double Dhamaal,BW,2010s,comedy,Sanjay,2,ARGUMENT,Dhamaal sequel
Happy Phirr Bhag Jayegi,BW,2010s,comedy,Sonakshi,2,ARGUMENT,HBJ sequel
Pati Patni Aur Woh,BW,2010s,comedy,Kartik,2,ARGUMENT,remake debate
Fan,BW,2010s,thriller,SRK,2,FLEX,doppelganger obsessive
Ready,BW,2010s,comedy,Salman,1,I_KNEW_IT,masala wedding
Bodyguard,BW,2010s,action,Salman,1,I_KNEW_IT,Eid release
Bharat,BW,2010s,drama,Salman,2,FLEX,Ode to My Father remake
Shivaay,BW,2010s,action,Ajay,2,FLEX,Ajay directs himself
Baby,BW,2010s,thriller,Akshay,2,FLEX,counter-terror unit
Holiday,BW,2010s,action,Akshay,2,FLEX,soldier on vacation
Gabbar Is Back,BW,2010s,action,Akshay,2,FLEX,anti-corruption
Raajneeti,BW,2010s,drama,Ranbir,2,GENERATIONAL_BRIDGE,Godfather plus Mahabharata
Guzaarish,BW,2010s,drama,Hrithik,2,GENERATIONAL_BRIDGE,euthanasia drama
Mohenjo Daro,BW,2010s,historical,Hrithik,2,FLEX,Indus-valley epic
Kaabil,BW,2010s,thriller,Hrithik,2,FLEX,blind-revenge
Ladies vs Ricky Bahl,BW,2010s,romance,Ranveer,2,FLEX,con-man rom-com
Kill Dil,BW,2010s,action,Ranveer,2,FLEX,contract-killer love
Befikre,BW,2010s,romance,Ranveer,2,FLEX,Paris no-strings
Shootout at Wadala,BW,2010s,crime,John,2,FLEX,Manya Surve encounter
Agent Vinod,BW,2010s,thriller,Saif,2,FLEX,spy-franchise attempt
Rocky Handsome,BW,2010s,action,John,2,FLEX,Man from Nowhere remake
Madras Cafe,BW,2010s,thriller,John,2,FLEX,Rajiv Gandhi assassination
Romeo Akbar Walter,BW,2010s,thriller,John,2,FLEX,spy in Pakistan
Satyameva Jayate,BW,2010s,action,John,2,FLEX,corrupt-cop vigilante
Ek Villain,BW,2010s,thriller,Sidharth,2,FLEX,serial-killer romance
Main Tera Hero,BW,2010s,comedy,Varun,2,GENERATIONAL_BRIDGE,David Dhawan
ABCD,BW,2010s,musical,Prabhu,2,FLEX,dance reality film
October,BW,2010s,romance,Varun,2,FLEX,coma-patient care
Finding Fanny,BW,2010s,comedy,Deepika,2,FLEX,Goa road trip
Go Goa Gone,BW,2010s,horror,Saif,2,FLEX,zombie-comedy
I Hate Luv Storys,BW,2010s,romance,Imran,2,FLEX,meta-rom-com
Ek Main Aur Ekk Tu,BW,2010s,romance,Imran,2,FLEX,Vegas-wedding remorse
Saand Ki Aankh,BW,2010s,other,Taapsee,2,FLEX,sharpshooter grandmas
Manmarziyaan,BW,2010s,romance,Taapsee,2,FLEX,Punjab-love triangle
Naam Shabana,BW,2010s,thriller,Taapsee,2,FLEX,Baby prequel
Badla,BW,2010s,thriller,Taapsee,2,FLEX,Invisible Guest remake
Love Per Square Foot,BW,2010s,romance,Vicky,2,FLEX,apartment-love Netflix
Dishoom,BW,2010s,action,Varun,2,FLEX,buddy-cop desert
Blackmail,BW,2010s,thriller,Irrfan,2,FLEX,wife-affair blackmail
Karwaan,BW,2010s,drama,Irrfan,2,FLEX,road-trip corpse
Qarib Qarib Singlle,BW,2010s,romance,Irrfan,2,FLEX,dating-app middle-age
Madaari,BW,2010s,drama,Irrfan,2,FLEX,father-kidnaps-minister
D-Day,BW,2010s,thriller,Irrfan,2,FLEX,RAW in Karachi
Sarbjit,BW,2010s,biopic,Randeep,2,GENERATIONAL_BRIDGE,Pakistan-prisoner biopic
Heroine,BW,2010s,drama,Kareena,2,GENERATIONAL_BRIDGE,actress-career-crash
Jazbaa,BW,2010s,thriller,Aishwarya,2,FLEX,lawyer mother
Raavan,BW,2010s,drama,Abhishek,2,FLEX,Mani Ratnam Ramayana
R Rajkumar,BW,2010s,action,Shahid,2,FLEX,south-style masala
Batti Gul Meter Chalu,BW,2010s,drama,Shahid,2,FLEX,electricity-bill
Aligarh,BW,2010s,drama,Manoj-Bajpayee,2,FLEX,gay-professor case
Trapped,BW,2010s,thriller,Rajkummar,2,FLEX,locked-apartment solo
Commando,BW,2010s,action,Vidyut,2,FLEX,one-man-army
Force,BW,2010s,action,John,2,FLEX,cop-wife-revenge
Jawan,BW,2020s,action,SRK,1,I_KNEW_IT,vigilante double role
Tanhaji,BW,2020s,historical,Ajay,1,I_KNEW_IT,Maratha warrior
Fighter,BW,2020s,action,Hrithik,1,I_KNEW_IT,IAF Top Gun
Rocky Aur Rani Kii Prem Kahaani,BW,2020s,romance,Ranveer,1,I_KNEW_IT,KJo Punjabi-Bengali
Bhediya,BW,2020s,horror,Varun,1,I_KNEW_IT,werewolf comedy
Gangubai Kathiawadi,BW,2020s,biopic,Alia,1,I_KNEW_IT,Kamathipura matron
Stree 2,BW,2020s,comedy,Rajkummar,1,I_KNEW_IT,sarkate ka aatank
Crew,BW,2020s,comedy,Kareena,1,I_KNEW_IT,airhostess-heist
Laapataa Ladies,BW,2020s,comedy,Sparsh,1,I_KNEW_IT,bride-swap-train
12th Fail,BW,2020s,drama,Vikrant,1,I_KNEW_IT,UPSC journey
Chamkila,BW,2020s,biopic,Diljit,1,I_KNEW_IT,Amar Singh Chamkila
Thappad,BW,2020s,drama,Taapsee,1,I_KNEW_IT,one-slap divorce
Drishyam 2,BW,2020s,thriller,Ajay,1,ARGUMENT,sequel vs OG
Bhool Bhulaiyaa 2,BW,2020s,horror,Kartik,1,ARGUMENT,Manjulika returns
Brahmastra,BW,2020s,action,Ranbir,1,ARGUMENT,Astraverse opener
Gadar 2,BW,2020s,drama,Sunny-Deol,1,ARGUMENT,Gadar sequel
The Kashmir Files,BW,2020s,drama,Anupam,1,ARGUMENT,Kashmiri-Pandit exodus
The Kerala Story,BW,2020s,drama,Adah,1,ARGUMENT,ISIS-conversion controversy
Chhapaak,BW,2020s,drama,Deepika,2,GENERATIONAL_BRIDGE,acid-attack survivor biopic
Gunjan Saxena,BW,2020s,biopic,Janhvi,2,GENERATIONAL_BRIDGE,first-woman-IAF
Haseen Dillruba,BW,2020s,thriller,Taapsee,2,GENERATIONAL_BRIDGE,pulpy marriage
Sam Bahadur,BW,2020s,biopic,Vicky,2,GENERATIONAL_BRIDGE,Field Marshal Manekshaw
Darlings,BW,2020s,drama,Alia,2,GENERATIONAL_BRIDGE,abusive-husband Netflix
Badhaai Do,BW,2020s,comedy,Rajkummar,2,GENERATIONAL_BRIDGE,queer-lavender-marriage
Srikanth,BW,2020s,biopic,Rajkummar,2,GENERATIONAL_BRIDGE,blind-industrialist biopic
Shubh Mangal Zyada Saavdhan,BW,2020s,comedy,Ayushmann,2,GENERATIONAL_BRIDGE,queer rom-com
Chandigarh Kare Aashiqui,BW,2020s,romance,Ayushmann,2,GENERATIONAL_BRIDGE,trans-woman love
Article 370,BW,2020s,thriller,Yami,2,GENERATIONAL_BRIDGE,Kashmir article-abrogation
Shakuntala Devi,BW,2020s,biopic,Vidya,2,GENERATIONAL_BRIDGE,math-genius biopic
Mrs Chatterjee vs Norway,BW,2020s,drama,Rani,2,GENERATIONAL_BRIDGE,Norway-child-custody
A Thursday,BW,2020s,thriller,Yami,2,GENERATIONAL_BRIDGE,hostage-teacher
Thalaivii,BW,2020s,biopic,Kangana,2,GENERATIONAL_BRIDGE,Jayalalithaa biopic
Laal Singh Chaddha,BW,2020s,drama,Aamir,1,ARGUMENT,Forrest Gump remake
Dunki,BW,2020s,drama,SRK,2,ARGUMENT,donkey-route immigration
Tiger 3,BW,2020s,action,Salman,1,ARGUMENT,YRF spy-universe
Bholaa,BW,2020s,action,Ajay,2,ARGUMENT,Kaithi remake
Shehzada,BW,2020s,action,Kartik,2,ARGUMENT,Ala Vaikunthapurramuloo remake
Satyaprem Ki Katha,BW,2020s,romance,Kartik,2,ARGUMENT,consent themes
Tu Jhoothi Main Makkaar,BW,2020s,romance,Ranbir,2,ARGUMENT,Luv Ranjan flip
Vikram Vedha,BW,2020s,action,Hrithik,2,ARGUMENT,Tamil remake
Cirkus,BW,2020s,comedy,Ranveer,2,ARGUMENT,Rohit Shetty miss
Don 3,BW,2020s,thriller,Ranveer,2,ARGUMENT,SRK-to-Ranveer debate
Love Aaj Kal (2020),BW,2020s,romance,Kartik,2,ARGUMENT,sequel debate
Baaghi 3,BW,2020s,action,Tiger,2,ARGUMENT,Baaghi sequel
Bawaal,BW,2020s,drama,Varun,2,ARGUMENT,Holocaust metaphor
Project K,BW,2020s,other,Deepika,2,ARGUMENT,Kalki dystopia
Fukrey 3,BW,2020s,comedy,Pulkit,2,ARGUMENT,Fukrey sequel
Phir Aayi Haseen Dillruba,BW,2020s,thriller,Taapsee,2,ARGUMENT,Haseen Dillruba sequel
Bunty Aur Babli 2,BW,2020s,comedy,Saif,2,ARGUMENT,sequel debate
OMG 2,BW,2020s,drama,Pankaj,2,ARGUMENT,sex-ed OMG sequel
Angrezi Medium,BW,2020s,comedy,Irrfan,2,ARGUMENT,Hindi Medium sequel
Jersey,BW,2020s,other,Shahid,2,ARGUMENT,Telugu remake
Dream Girl 2,BW,2020s,comedy,Ayushmann,2,ARGUMENT,Dream Girl sequel
Hungama 2,BW,2020s,comedy,Paresh,2,ARGUMENT,Hungama sequel
Emergency,BW,2020s,biopic,Kangana,2,ARGUMENT,Indira Gandhi biopic
The Girl on the Train,BW,2020s,thriller,Parineeti,2,ARGUMENT,Hollywood remake
Lust Stories 2,BW,2020s,drama,Tamannaah,2,ARGUMENT,Lust Stories sequel
Maidaan,BW,2020s,other,Ajay,2,FLEX,football coach biopic
Freddy,BW,2020s,thriller,Kartik,2,FLEX,dentist psycho
Chandu Champion,BW,2020s,other,Kartik,2,FLEX,Murlikant Petkar biopic
Gulabo Sitabo,BW,2020s,comedy,Ayushmann,2,GENERATIONAL_BRIDGE,Lucknow haveli
Jawaani Jaaneman,BW,2020s,comedy,Saif,2,FLEX,middle-age-dad meets daughter
Street Dancer 3D,BW,2020s,musical,Varun,2,FLEX,dance-off India-Pak
JugJugg Jeeyo,BW,2020s,comedy,Varun,2,FLEX,divorce-dad-son
Roohi,BW,2020s,horror,Janhvi,2,FLEX,Stree-verse
Good Luck Jerry,BW,2020s,comedy,Janhvi,2,FLEX,drug-mule small-town
Mili (2022),BW,2020s,drama,Janhvi,2,FLEX,freezer-trapped
Shiddat,BW,2020s,romance,Sunny-Kaushal,2,FLEX,obsessive-love
Rashmi Rocket,BW,2020s,other,Taapsee,2,FLEX,gender-test athlete
Looop Lapeta,BW,2020s,thriller,Taapsee,2,FLEX,Run Lola Run remake
The Big Bull,BW,2020s,drama,Abhishek,2,GENERATIONAL_BRIDGE,Harshad Mehta biopic
Ludo,BW,2020s,comedy,Abhishek,2,GENERATIONAL_BRIDGE,four-plot Netflix
Sardar Udham,BW,2020s,biopic,Vicky,2,GENERATIONAL_BRIDGE,Jallianwala revenge
Govinda Naam Mera,BW,2020s,comedy,Vicky,2,FLEX,wife-mistress mix
The Great Indian Family,BW,2020s,comedy,Vicky,2,FLEX,religion mix-up
Zara Hatke Zara Bachke,BW,2020s,romance,Vicky,2,FLEX,couple affordable-housing
Jigra,BW,2020s,action,Alia,2,FLEX,sister-saves-brother prison
Mission Majnu,BW,2020s,thriller,Sidharth,2,FLEX,RAW in Pakistan
Yodha,BW,2020s,action,Sidharth,2,FLEX,airplane-hijack
Murder Mubarak,BW,2020s,thriller,Sara,2,FLEX,club-whodunit Netflix
Farzi,BW,2020s,thriller,Shahid,2,FLEX,counterfeit Netflix
Bloody Daddy,BW,2020s,action,Shahid,2,FLEX,one-night-hotel
Doctor G,BW,2020s,comedy,Ayushmann,2,FLEX,male-gynaec
An Action Hero,BW,2020s,thriller,Ayushmann,2,FLEX,actor-on-run
Pagglait,BW,2020s,drama,Sanya,2,FLEX,widow-discovers-affair
Thugs of Hindostan,BW,2010s,action,Aamir,3,FLEX,box-office flop
Jai Ho,BW,2010s,action,Salman,3,FLEX,help-chain
Race 3,BW,2010s,thriller,Salman,3,ARGUMENT,meme-flop
Radhe,BW,2020s,action,Salman,3,FLEX,Eid pandemic release
